modelname,loss
depth-2-ed-16-hd-16-od-16,1.141158938407898
depth-2-ed-16-hd-32-od-32,0.09125568717718124
depth-2-ed-16-hd-48-od-48,0.017963683232665062
depth-2-ed-16-hd-64-od-64,0.03934561461210251
